     Index              y_true              y_pred        descriptor_1        descriptor_2
       310   -0.9620765762E+01   -0.9021818077E+01    0.1160451812E+02    0.1413333333E+02
       311   -0.7863704360E+01   -0.7804830864E+01    0.7736345414E+01    0.1460000000E+02
       312   -0.7142618741E+01   -0.7056543128E+01    0.5802259061E+01    0.1356666667E+02
       313   -0.6790756373E+01   -0.6626332330E+01    0.4641807249E+01    0.1311666667E+02
       314   -0.1029716738E+02   -0.9097990729E+01    0.1160451812E+02    0.1482352941E+02
       315   -0.8170444652E+01   -0.7812188450E+01    0.7736345414E+01    0.1466666667E+02
       316   -0.7387787588E+01   -0.7037283565E+01    0.5802259061E+01    0.1339215686E+02
       317   -0.7003989015E+01   -0.6680540425E+01    0.4641807249E+01    0.1360784314E+02
       318   -0.8858139622E+01   -0.9867940438E+01    0.1160451812E+02    0.2180000000E+02
       319   -0.7703020460E+01   -0.8440526272E+01    0.7736345414E+01    0.2036000000E+02
       320   -0.7066218327E+01   -0.7713575534E+01    0.5802259061E+01    0.1952000000E+02
       321   -0.6616003026E+01   -0.7206477965E+01    0.4641807249E+01    0.1837333333E+02
       322   -0.9613069726E+01   -0.8825271410E+01    0.7736345414E+01    0.2384615385E+02
       323   -0.7739591358E+01   -0.8001426927E+01    0.5802259061E+01    0.2212820513E+02
       324   -0.7286240490E+01   -0.7584091904E+01    0.4641807249E+01    0.2179487179E+02
       325   -0.8533450122E+01   -0.8815805677E+01    0.1160451812E+02    0.1226666667E+02
       326   -0.7523114538E+01   -0.7506848641E+01    0.7736345414E+01    0.1190000000E+02
       327   -0.7072862025E+01   -0.6879961070E+01    0.5802259061E+01    0.1196666667E+02
       328   -0.6608336551E+01   -0.6429516911E+01    0.4641807249E+01    0.1133333333E+02
       329   -0.9875343343E+01   -0.9186627998E+01    0.1160451812E+02    0.1562666667E+02
       330   -0.8620040756E+01   -0.7957868647E+01    0.7736345414E+01    0.1598666667E+02
       331   -0.7163875379E+01   -0.7214731221E+01    0.5802259061E+01    0.1500000000E+02
       332   -0.6693147978E+01   -0.6801810750E+01    0.4641807249E+01    0.1470666667E+02
       333   -0.8564216667E+01   -0.9077735729E+01    0.1160451812E+02    0.1464000000E+02
       334   -0.7529829460E+01   -0.7743027143E+01    0.7736345414E+01    0.1404000000E+02
       335   -0.6872645311E+01   -0.7069051023E+01    0.5802259061E+01    0.1368000000E+02
       336   -0.6449593552E+01   -0.6579611660E+01    0.4641807249E+01    0.1269333333E+02
       337   -0.1064316884E+02   -0.1009659156E+02    0.1160451812E+02    0.2387179487E+02
       338   -0.8706146691E+01   -0.8754525393E+01    0.7736345414E+01    0.2320512821E+02
       339   -0.7921845461E+01   -0.8052364059E+01    0.5802259061E+01    0.2258974359E+02
       340   -0.7271927400E+01   -0.7615220152E+01    0.4641807249E+01    0.2207692308E+02
       341   -0.7847913845E+01   -0.8914397325E+01    0.1160451812E+02    0.1316000000E+02
       342   -0.7046572847E+01   -0.7569388120E+01    0.7736345414E+01    0.1246666667E+02
       343   -0.6571506853E+01   -0.6913070206E+01    0.5802259061E+01    0.1226666667E+02
       344   -0.6265244240E+01   -0.6470719391E+01    0.4641807249E+01    0.1170666667E+02
       345   -0.8241719463E+01   -0.8942356151E+01    0.1160451812E+02    0.1341333333E+02
       346   -0.7346280086E+01   -0.7623834254E+01    0.7736345414E+01    0.1296000000E+02
       347   -0.6841247760E+01   -0.6954272686E+01    0.5802259061E+01    0.1264000000E+02
       348   -0.6421552443E+01   -0.6500149734E+01    0.4641807249E+01    0.1197333333E+02
       349   -0.1109068191E+02   -0.1044183213E+02    0.1160451812E+02    0.2700000000E+02
       350   -0.8993760716E+01   -0.9013927454E+01    0.7736345414E+01    0.2555555556E+02
       351   -0.8026228293E+01   -0.8367419653E+01    0.5802259061E+01    0.2544444444E+02
       352   -0.7457896047E+01   -0.7870377452E+01    0.4641807249E+01    0.2438888889E+02
       353   -0.8643214569E+01   -0.8891301024E+01    0.7736345414E+01    0.2444444444E+02
       354   -0.7680789746E+01   -0.8116035475E+01    0.5802259061E+01    0.2316666667E+02
       355   -0.7157987308E+01   -0.7612861952E+01    0.4641807249E+01    0.2205555556E+02
       356   -0.9855463396E+01   -0.9234322466E+01    0.1160451812E+02    0.1605882353E+02
       357   -0.8152278240E+01   -0.7933372214E+01    0.7736345414E+01    0.1576470588E+02
       358   -0.7434635931E+01   -0.7273159107E+01    0.5802259061E+01    0.1552941176E+02
       359   -0.6977397576E+01   -0.6842840110E+01    0.4641807249E+01    0.1507843137E+02
       360   -0.9843137792E+01   -0.8993307432E+01    0.1160451812E+02    0.1387500000E+02
       361   -0.8456620806E+01   -0.7705503456E+01    0.7736345414E+01    0.1370000000E+02
       362   -0.7499707448E+01   -0.6977449081E+01    0.5802259061E+01    0.1285000000E+02
       363   -0.7030328758E+01   -0.6574829229E+01    0.4641807249E+01    0.1265000000E+02
       364   -0.7791704434E+01   -0.8242439530E+01    0.1160451812E+02    0.7071428571E+01
       365   -0.6974907560E+01   -0.6855702303E+01    0.7736345414E+01    0.6000000000E+01
       366   -0.6294097184E+01   -0.6091385541E+01    0.5802259061E+01    0.4821428571E+01
       367   -0.5877892499E+01   -0.5730546265E+01    0.4641807249E+01    0.5000000000E+01
       368   -0.9042671476E+01   -0.7967617448E+01    0.7736345414E+01    0.1607500000E+02
       369   -0.7890296129E+01   -0.7303022250E+01    0.5802259061E+01    0.1580000000E+02
       370   -0.7161578810E+01   -0.6842461411E+01    0.4641807249E+01    0.1507500000E+02
       371   -0.1016339623E+02   -0.9164371301E+01    0.1160451812E+02    0.1542500000E+02
       372   -0.8087757357E+01   -0.7893121892E+01    0.7736345414E+01    0.1540000000E+02
       373   -0.7519269571E+01   -0.7101608340E+01    0.5802259061E+01    0.1397500000E+02
       374   -0.7138142628E+01   -0.6715543057E+01    0.4641807249E+01    0.1392500000E+02
       375   -0.8665593437E+01   -0.9082978009E+01    0.1160451812E+02    0.1468750000E+02
       376   -0.7544563526E+01   -0.7803451316E+01    0.7736345414E+01    0.1458750000E+02
       377   -0.6898038045E+01   -0.7091951509E+01    0.5802259061E+01    0.1388750000E+02
       378   -0.6399134063E+01   -0.6690711205E+01    0.4641807249E+01    0.1370000000E+02
       379   -0.8537505599E+01   -0.8994686980E+01    0.1160451812E+02    0.1388750000E+02
       380   -0.7469642470E+01   -0.7706883003E+01    0.7736345414E+01    0.1371250000E+02
       381   -0.6792532585E+01   -0.6998142291E+01    0.5802259061E+01    0.1303750000E+02
       382   -0.6385910965E+01   -0.6567931493E+01    0.4641807249E+01    0.1258750000E+02
       383   -0.8485582612E+01   -0.9114958424E+01    0.1160451812E+02    0.1497727273E+02
       384   -0.7363757231E+01   -0.7802573422E+01    0.7736345414E+01    0.1457954545E+02
       385   -0.6776854130E+01   -0.7095588498E+01    0.5802259061E+01    0.1392045455E+02
       386   -0.6326662971E+01   -0.6710024867E+01    0.4641807249E+01    0.1387500000E+02
       387   -0.9031430462E+01   -0.9088252749E+01    0.1160451812E+02    0.1473529412E+02
       388   -0.7631099640E+01   -0.7779187513E+01    0.7736345414E+01    0.1436764706E+02
       389   -0.7008450361E+01   -0.7080022482E+01    0.5802259061E+01    0.1377941176E+02
       390   -0.6568818368E+01   -0.6686491413E+01    0.4641807249E+01    0.1366176471E+02
       391   -0.8808404150E+01   -0.8956790004E+01    0.1160451812E+02    0.1354411765E+02
       392   -0.7677901653E+01   -0.7623379815E+01    0.7736345414E+01    0.1295588235E+02
       393   -0.6945917896E+01   -0.6882016866E+01    0.5802259061E+01    0.1198529412E+02
       394   -0.6516167010E+01   -0.6517699740E+01    0.4641807249E+01    0.1213235294E+02
       395   -0.8696223570E+01   -0.8847768642E+01    0.7736345414E+01    0.2405000000E+02
       396   -0.7516907695E+01   -0.8075568753E+01    0.5802259061E+01    0.2280000000E+02
       397   -0.7286831555E+01   -0.7661912523E+01    0.4641807249E+01    0.2250000000E+02
       398   -0.8896162679E+01   -0.8875640161E+01    0.1160451812E+02    0.1280882353E+02
       399   -0.7565959537E+01   -0.7571443916E+01    0.7736345414E+01    0.1248529412E+02
       400   -0.6928735125E+01   -0.6847933932E+01    0.5802259061E+01    0.1167647059E+02
       401   -0.6487563870E+01   -0.6382991002E+01    0.4641807249E+01    0.1091176471E+02
       402   -0.7912954003E+01   -0.9056766610E+01    0.1160451812E+02    0.1445000000E+02
       403   -0.7014914300E+01   -0.7715160287E+01    0.7736345414E+01    0.1378750000E+02
       404   -0.6532934344E+01   -0.7072637846E+01    0.5802259061E+01    0.1371250000E+02
       405   -0.6288187203E+01   -0.6627252028E+01    0.4641807249E+01    0.1312500000E+02
       406   -0.7983367704E+01   -0.9161612206E+01    0.1160451812E+02    0.1540000000E+02
       407   -0.7207681472E+01   -0.7840699094E+01    0.7736345414E+01    0.1492500000E+02
       408   -0.6668304772E+01   -0.7196797106E+01    0.5802259061E+01    0.1483750000E+02
       409   -0.6319942448E+01   -0.6798315896E+01    0.4641807249E+01    0.1467500000E+02
       410   -0.8564308908E+01   -0.9151955375E+01    0.1160451812E+02    0.1531250000E+02
       411   -0.7509292389E+01   -0.7836560452E+01    0.7736345414E+01    0.1488750000E+02
       412   -0.6881325931E+01   -0.7174724349E+01    0.5802259061E+01    0.1463750000E+02
       413   -0.6537583518E+01   -0.6761068118E+01    0.4641807249E+01    0.1433750000E+02
       414   -0.1010794675E+02   -0.1025904210E+02    0.1160451812E+02    0.2534375000E+02
       415   -0.8477868157E+01   -0.8883636873E+01    0.7736345414E+01    0.2437500000E+02
       416   -0.7673147399E+01   -0.8159721140E+01    0.5802259061E+01    0.2356250000E+02
       417   -0.7162372083E+01   -0.7727441021E+01    0.4641807249E+01    0.2309375000E+02
       418   -0.8653091955E+01   -0.9178166774E+01    0.1160451812E+02    0.1555000000E+02
       419   -0.7539884127E+01   -0.7876567325E+01    0.7736345414E+01    0.1525000000E+02
       420   -0.6943281736E+01   -0.7236803978E+01    0.5802259061E+01    0.1520000000E+02
       421   -0.6535837992E+01   -0.6740374909E+01    0.4641807249E+01    0.1415000000E+02
       422   -0.8274088986E+01   -0.9120225787E+01    0.1160451812E+02    0.1502500000E+02
       423   -0.7366133783E+01   -0.7828283168E+01    0.7736345414E+01    0.1481250000E+02
       424   -0.6816757840E+01   -0.7162308423E+01    0.5802259061E+01    0.1452500000E+02
       425   -0.6451351396E+01   -0.6777622686E+01    0.4641807249E+01    0.1448750000E+02
       426   -0.9209932455E+01   -0.8953300560E+01    0.1160451812E+02    0.1351250000E+02
       427   -0.7545797041E+01   -0.7608935143E+01    0.7736345414E+01    0.1282500000E+02
       428   -0.6855696273E+01   -0.6876742126E+01    0.5802259061E+01    0.1193750000E+02
       429   -0.6442173600E+01   -0.6486538200E+01    0.4641807249E+01    0.1185000000E+02
       430   -0.7775641159E+01   -0.8978132412E+01    0.1160451812E+02    0.1373750000E+02
       431   -0.6962478766E+01   -0.7675153415E+01    0.7736345414E+01    0.1342500000E+02
       432   -0.6488405872E+01   -0.7016076406E+01    0.5802259061E+01    0.1320000000E+02
       433   -0.6220927524E+01   -0.6605179271E+01    0.4641807249E+01    0.1292500000E+02
       434   -0.9282131799E+01   -0.9011347667E+01    0.1160451812E+02    0.1403846154E+02
       435   -0.8096890047E+01   -0.7761958777E+01    0.7736345414E+01    0.1421153846E+02
       436   -0.7259959090E+01   -0.7064042205E+01    0.5802259061E+01    0.1363461538E+02
       437   -0.7022268329E+01   -0.6711086057E+01    0.4641807249E+01    0.1388461538E+02
       438   -0.9108266752E+01   -0.9007102906E+01    0.1160451812E+02    0.1400000000E+02
       439   -0.8024199618E+01   -0.7640983089E+01    0.7736345414E+01    0.1311538462E+02
       440   -0.7259808349E+01   -0.6989758888E+01    0.5802259061E+01    0.1296153846E+02
       441   -0.6852445083E+01   -0.6549785139E+01    0.4641807249E+01    0.1242307692E+02
       442   -0.9049368438E+01   -0.8973380637E+01    0.1160451812E+02    0.1369444444E+02
       443   -0.7665348612E+01   -0.7622117484E+01    0.7736345414E+01    0.1294444444E+02
       444   -0.7154923628E+01   -0.6948018737E+01    0.5802259061E+01    0.1258333333E+02
       445   -0.6743754188E+01   -0.6423385590E+01    0.4641807249E+01    0.1127777778E+02
       446   -0.1069283731E+02   -0.1004866114E+02    0.1160451812E+02    0.2343750000E+02
       447   -0.8464325163E+01   -0.8773273087E+01    0.7736345414E+01    0.2337500000E+02
       448   -0.7940764676E+01   -0.8001073197E+01    0.5802259061E+01    0.2212500000E+02
       449   -0.7377234886E+01   -0.7730889889E+01    0.4641807249E+01    0.2312500000E+02
       450   -0.1040031166E+02   -0.1030939558E+02    0.1160451812E+02    0.2580000000E+02
       451   -0.1020243821E+02   -0.8902950536E+01    0.7736345414E+01    0.2455000000E+02
       452   -0.7943072820E+01   -0.8279741757E+01    0.5802259061E+01    0.2465000000E+02
       453   -0.7396214734E+01   -0.7728130794E+01    0.4641807249E+01    0.2310000000E+02
       454   -0.7967966325E+01   -0.9025037021E+01    0.1160451812E+02    0.1416250000E+02
       455   -0.7095106101E+01   -0.7726196666E+01    0.7736345414E+01    0.1388750000E+02
       456   -0.6552591256E+01   -0.7058842373E+01    0.5802259061E+01    0.1358750000E+02
       457   -0.6257023706E+01   -0.6649324785E+01    0.4641807249E+01    0.1332500000E+02
       458   -0.7807392454E+01   -0.8949161918E+01    0.1160451812E+02    0.1347500000E+02
       459   -0.6975024030E+01   -0.7611694238E+01    0.7736345414E+01    0.1285000000E+02
       460   -0.6509756710E+01   -0.6952617229E+01    0.5802259061E+01    0.1262500000E+02
       461   -0.6213954312E+01   -0.6508610958E+01    0.4641807249E+01    0.1205000000E+02
       462   -0.9034082999E+01   -0.9079627680E+01    0.1160451812E+02    0.1465714286E+02
       463   -0.7729206624E+01   -0.7766991851E+01    0.7736345414E+01    0.1425714286E+02
       464   -0.7071152359E+01   -0.7053915418E+01    0.5802259061E+01    0.1354285714E+02
       465   -0.6676267280E+01   -0.6607150052E+01    0.4641807249E+01    0.1294285714E+02
       466   -0.7941726271E+01   -0.8366992946E+01    0.1160451812E+02    0.8200000000E+01
       467   -0.6998259367E+01   -0.6913091472E+01    0.7736345414E+01    0.6520000000E+01
       468   -0.6450176963E+01   -0.6278846315E+01    0.5802259061E+01    0.6520000000E+01
       469   -0.6189789982E+01   -0.5907128323E+01    0.4641807249E+01    0.6600000000E+01
       470   -0.9054932768E+01   -0.9063861424E+01    0.1160451812E+02    0.1451428571E+02
       471   -0.7657732951E+01   -0.7776451604E+01    0.7736345414E+01    0.1434285714E+02
       472   -0.7158691622E+01   -0.7091754431E+01    0.5802259061E+01    0.1388571429E+02
       473   -0.6723959892E+01   -0.6607150052E+01    0.4641807249E+01    0.1294285714E+02
       474   -0.9275595950E+01   -0.8755473473E+01    0.1160451812E+02    0.1172000000E+02
       475   -0.7867626494E+01   -0.7354546616E+01    0.7736345414E+01    0.1052000000E+02
       476   -0.7224484361E+01   -0.6724716011E+01    0.5802259061E+01    0.1056000000E+02
       477   -0.6749545676E+01   -0.6313267056E+01    0.4641807249E+01    0.1028000000E+02
       478   -0.9632709552E+01   -0.1019461724E+02    0.1160451812E+02    0.2476000000E+02
       479   -0.8399431489E+01   -0.8815763144E+01    0.7736345414E+01    0.2376000000E+02
       480   -0.7725630884E+01   -0.8208005296E+01    0.5802259061E+01    0.2400000000E+02
       481   -0.7275255029E+01   -0.7774483585E+01    0.4641807249E+01    0.2352000000E+02
       482   -0.1063479777E+02   -0.1035574837E+02    0.1160451812E+02    0.2622000000E+02
       483   -0.8487798480E+01   -0.8899639622E+01    0.7736345414E+01    0.2452000000E+02
       484   -0.7720189726E+01   -0.8265394465E+01    0.5802259061E+01    0.2452000000E+02
       485   -0.7229516574E+01   -0.7831872753E+01    0.4641807249E+01    0.2404000000E+02
       486   -0.8792038015E+01   -0.8821691745E+01    0.1160451812E+02    0.1232000000E+02
       487   -0.7690440152E+01   -0.7420764888E+01    0.7736345414E+01    0.1112000000E+02
       488   -0.7038085287E+01   -0.6755617871E+01    0.5802259061E+01    0.1084000000E+02
       489   -0.6707876179E+01   -0.6308852505E+01    0.4641807249E+01    0.1024000000E+02
       490   -0.1015367091E+02   -0.1022600961E+02    0.1160451812E+02    0.2504444444E+02
       491   -0.9412589980E+01   -0.8991854697E+01    0.7736345414E+01    0.2535555556E+02
       492   -0.7655729781E+01   -0.8176122425E+01    0.5802259061E+01    0.2371111111E+02
       493   -0.7331394999E+01   -0.7721999472E+01    0.4641807249E+01    0.2304444444E+02
       494   -0.8695901882E+01   -0.8940884634E+01    0.1160451812E+02    0.1340000000E+02
       495   -0.7644187694E+01   -0.7537750501E+01    0.7736345414E+01    0.1218000000E+02
       496   -0.6987632925E+01   -0.6861567105E+01    0.5802259061E+01    0.1180000000E+02
       497   -0.6577936844E+01   -0.6481020011E+01    0.4641807249E+01    0.1180000000E+02
       498   -0.1018250329E+02   -0.9274183268E+01    0.1160451812E+02    0.1642000000E+02
       499   -0.8461698884E+01   -0.8014522057E+01    0.7736345414E+01    0.1650000000E+02
       500   -0.7508982566E+01   -0.7294193147E+01    0.5802259061E+01    0.1572000000E+02
       501   -0.7070875683E+01   -0.6860671435E+01    0.4641807249E+01    0.1524000000E+02
       502   -0.9481375117E+01   -0.9084357556E+01    0.1160451812E+02    0.1470000000E+02
       503   -0.7817074618E+01   -0.7769514452E+01    0.7736345414E+01    0.1428000000E+02
       504   -0.7120812865E+01   -0.7113196538E+01    0.5802259061E+01    0.1408000000E+02
       505   -0.6719110257E+01   -0.6668638448E+01    0.4641807249E+01    0.1350000000E+02
       506   -0.1018406426E+02   -0.1011074077E+02    0.1160451812E+02    0.2400000000E+02
       507   -0.8184298418E+01   -0.8747337597E+01    0.7736345414E+01    0.2314000000E+02
       508   -0.7514248546E+01   -0.8027008687E+01    0.5802259061E+01    0.2236000000E+02
       509   -0.7056050552E+01   -0.7536097807E+01    0.4641807249E+01    0.2136000000E+02
       510   -0.8691065742E+01   -0.8895267603E+01    0.1160451812E+02    0.1298666667E+02
       511   -0.7460589712E+01   -0.7520828054E+01    0.7736345414E+01    0.1202666667E+02
       512   -0.6904712014E+01   -0.6877753794E+01    0.5802259061E+01    0.1194666667E+02
       513   -0.6417847067E+01   -0.6414801739E+01    0.4641807249E+01    0.1120000000E+02
       514   -0.9781052244E+01   -0.1005114432E+02    0.1160451812E+02    0.2346000000E+02
       515   -0.8498704662E+01   -0.8723057564E+01    0.7736345414E+01    0.2292000000E+02
       516   -0.7700822026E+01   -0.7960790415E+01    0.5802259061E+01    0.2176000000E+02
       517   -0.7180895203E+01   -0.7487537741E+01    0.4641807249E+01    0.2092000000E+02
       518   -0.8697347898E+01   -0.8979511959E+01    0.1160451812E+02    0.1375000000E+02
       519   -0.7523409893E+01   -0.7612920502E+01    0.7736345414E+01    0.1286111111E+02
       520   -0.6856044907E+01   -0.6951084398E+01    0.5802259061E+01    0.1261111111E+02
       521   -0.6477865757E+01   -0.6500027107E+01    0.4641807249E+01    0.1197222222E+02
       522   -0.9020624554E+01   -0.8750280632E+01    0.7736345414E+01    0.2316666667E+02
       523   -0.7993409487E+01   -0.8055598163E+01    0.5802259061E+01    0.2261904762E+02
       524   -0.7561891384E+01   -0.7682934196E+01    0.4641807249E+01    0.2269047619E+02
       525   -0.8690668393E+01   -0.9489024772E+01    0.1160451812E+02    0.1836666667E+02
       526   -0.7694975365E+01   -0.8134082825E+01    0.7736345414E+01    0.1758333333E+02
       527   -0.6986343503E+01   -0.7509034651E+01    0.5802259061E+01    0.1766666667E+02
       528   -0.6582522397E+01   -0.7018123771E+01    0.4641807249E+01    0.1666666667E+02
       529   -0.1082403232E+02   -0.1015541182E+02    0.1160451812E+02    0.2440476190E+02
       530   -0.9142833137E+01   -0.8808090234E+01    0.7736345414E+01    0.2369047619E+02
       531   -0.8048916052E+01   -0.8052970454E+01    0.5802259061E+01    0.2259523810E+02
       532   -0.7443094760E+01   -0.7625124594E+01    0.4641807249E+01    0.2216666667E+02
       533   -0.9911870592E+01   -0.1019548439E+02    0.1160451812E+02    0.2476785714E+02
       534   -0.8383151929E+01   -0.8800864033E+01    0.7736345414E+01    0.2362500000E+02
       535   -0.7681533073E+01   -0.8072021345E+01    0.5802259061E+01    0.2276785714E+02
       536   -0.7178641855E+01   -0.7677678778E+01    0.4641807249E+01    0.2264285714E+02
       537   -0.1053341959E+02   -0.8876045910E+01    0.1160451812E+02    0.1281250000E+02
       538   -0.8627450119E+01   -0.7531680493E+01    0.7736345414E+01    0.1212500000E+02
       539   -0.7698662598E+01   -0.6797418155E+01    0.5802259061E+01    0.1121875000E+02
       540   -0.7476114858E+01   -0.6409973324E+01    0.4641807249E+01    0.1115625000E+02
       541   -0.8806333660E+01   -0.8920191424E+01    0.1160451812E+02    0.1321250000E+02
       542   -0.7589866579E+01   -0.7640664732E+01    0.7736345414E+01    0.1311250000E+02
       543   -0.6970845463E+01   -0.6949858134E+01    0.5802259061E+01    0.1260000000E+02
       544   -0.6445220913E+01   -0.6527924620E+01    0.4641807249E+01    0.1222500000E+02
       545   -0.8421823013E+01   -0.8931227803E+01    0.1160451812E+02    0.1331250000E+02
       546   -0.7398897400E+01   -0.7585482839E+01    0.7736345414E+01    0.1261250000E+02
       547   -0.6770836679E+01   -0.6851910274E+01    0.5802259061E+01    0.1171250000E+02
       548   -0.6293595463E+01   -0.6424458571E+01    0.4641807249E+01    0.1128750000E+02
       549   -0.8061974574E+01   -0.8928468708E+01    0.1160451812E+02    0.1328750000E+02
       550   -0.7197394198E+01   -0.7665496584E+01    0.7736345414E+01    0.1333750000E+02
       551   -0.6679312593E+01   -0.6945719492E+01    0.5802259061E+01    0.1256250000E+02
       552   -0.6348553462E+01   -0.6547238283E+01    0.4641807249E+01    0.1240000000E+02
       553   -0.9308525581E+01   -0.9119218498E+01    0.1160451812E+02    0.1501587302E+02
       554   -0.7867365131E+01   -0.7861239021E+01    0.7736345414E+01    0.1511111111E+02
       555   -0.7149724552E+01   -0.7148162588E+01    0.5802259061E+01    0.1439682540E+02
       556   -0.6641219037E+01   -0.6748345626E+01    0.4641807249E+01    0.1422222222E+02
       557   -0.9136757252E+01   -0.9036883610E+01    0.1160451812E+02    0.1426984127E+02
       558   -0.7847924599E+01   -0.7729853561E+01    0.7736345414E+01    0.1392063492E+02
       559   -0.7113297276E+01   -0.7023784353E+01    0.5802259061E+01    0.1326984127E+02
       560   -0.6644294001E+01   -0.6641485452E+01    0.4641807249E+01    0.1325396825E+02
       561   -0.9383465942E+01   -0.9124473916E+01    0.1160451812E+02    0.1506349206E+02
       562   -0.7939353893E+01   -0.7847224571E+01    0.7736345414E+01    0.1498412698E+02
       563   -0.7161881886E+01   -0.7160425231E+01    0.5802259061E+01    0.1450793651E+02
       564   -0.6664023213E+01   -0.6702798667E+01    0.4641807249E+01    0.1380952381E+02
       565   -0.1042153586E+02   -0.8963307752E+01    0.1160451812E+02    0.1360317460E+02
       566   -0.7920485328E+01   -0.7622993387E+01    0.7736345414E+01    0.1295238095E+02
       567   -0.7118161792E+01   -0.6944953078E+01    0.5802259061E+01    0.1255555556E+02
       568   -0.6763143983E+01   -0.6538128891E+01    0.4641807249E+01    0.1231746032E+02
       569   -0.8707016819E+01   -0.8992115231E+01    0.1160451812E+02    0.1386419753E+02
       570   -0.7450341128E+01   -0.7626886290E+01    0.7736345414E+01    0.1298765432E+02
       571   -0.6828553140E+01   -0.6942228046E+01    0.5802259061E+01    0.1253086420E+02
       572   -0.6432394960E+01   -0.6535793150E+01    0.4641807249E+01    0.1229629630E+02
       573   -0.8395680232E+01   -0.9120191724E+01    0.1160451812E+02    0.1502469136E+02
       574   -0.7353216004E+01   -0.7794475743E+01    0.7736345414E+01    0.1450617284E+02
       575   -0.6832541411E+01   -0.7081204665E+01    0.5802259061E+01    0.1379012346E+02
       576   -0.6415076070E+01   -0.6697932539E+01    0.4641807249E+01    0.1376543210E+02
       577   -0.8302116490E+01   -0.9065691089E+01    0.1160451812E+02    0.1453086420E+02
       578   -0.7336711096E+01   -0.7724987433E+01    0.7736345414E+01    0.1387654321E+02
       579   -0.6701819414E+01   -0.7073029569E+01    0.5802259061E+01    0.1371604938E+02
       580   -0.6401984851E+01   -0.6642069388E+01    0.4641807249E+01    0.1325925926E+02
       581   -0.8570806016E+01   -0.9061603541E+01    0.1160451812E+02    0.1449382716E+02
       582   -0.7389049609E+01   -0.7760412845E+01    0.7736345414E+01    0.1419753086E+02
       583   -0.6893833538E+01   -0.7134342784E+01    0.5802259061E+01    0.1427160494E+02
       584   -0.6415590287E+01   -0.6636619324E+01    0.4641807249E+01    0.1320987654E+02
       585   -0.8803186025E+01   -0.8688274190E+01    0.1160451812E+02    0.1111111111E+02
       586   -0.7556402437E+01   -0.7378908400E+01    0.7736345414E+01    0.1074074074E+02
       587   -0.7120786013E+01   -0.6638387005E+01    0.5802259061E+01    0.9777777778E+01
       588   -0.6483463641E+01   -0.6298715387E+01    0.4641807249E+01    0.1014814815E+02
       589   -0.8686950609E+01   -0.9024815612E+01    0.1160451812E+02    0.1416049383E+02
       590   -0.7532229186E+01   -0.7692287052E+01    0.7736345414E+01    0.1358024691E+02
       591   -0.6928567458E+01   -0.7043054220E+01    0.5802259061E+01    0.1344444444E+02
       592   -0.6533142102E+01   -0.6618906618E+01    0.4641807249E+01    0.1304938272E+02
       593   -0.8423701938E+01   -0.9039803287E+01    0.1160451812E+02    0.1429629630E+02
       594   -0.7383399426E+01   -0.7700462148E+01    0.7736345414E+01    0.1365432099E+02
       595   -0.6800189058E+01   -0.7037604157E+01    0.5802259061E+01    0.1339506173E+02
       596   -0.6385856727E+01   -0.6578031142E+01    0.4641807249E+01    0.1267901235E+02
       597   -0.8621110305E+01   -0.9024815612E+01    0.1160451812E+02    0.1416049383E+02
       598   -0.7419940493E+01   -0.7686836989E+01    0.7736345414E+01    0.1353086420E+02
       599   -0.7002072112E+01   -0.6994003649E+01    0.5802259061E+01    0.1300000000E+02
       600   -0.6457283855E+01   -0.6558955919E+01    0.4641807249E+01    0.1250617284E+02
       601   -0.9921215773E+01   -0.9951816915E+01    0.1160451812E+02    0.2256000000E+02
       602   -0.8249319134E+01   -0.8471428132E+01    0.7736345414E+01    0.2064000000E+02
       603   -0.7571915471E+01   -0.7748891946E+01    0.5802259061E+01    0.1984000000E+02
       604   -0.7039490001E+01   -0.7280053823E+01    0.4641807249E+01    0.1904000000E+02
       605   -0.1100939035E+02   -0.1015488628E+02    0.1160451812E+02    0.2440000000E+02
       606   -0.9400269191E+01   -0.8881981416E+01    0.7736345414E+01    0.2436000000E+02
       607   -0.8320318054E+01   -0.8260979914E+01    0.5802259061E+01    0.2448000000E+02
       608   -0.7739859056E+01   -0.7778898136E+01    0.4641807249E+01    0.2356000000E+02
       609   -0.9966122819E+01   -0.8820177696E+01    0.7736345414E+01    0.2380000000E+02
       610   -0.8819911747E+01   -0.8193290125E+01    0.5802259061E+01    0.2386666667E+02
       611   -0.7930618650E+01   -0.7856888545E+01    0.4641807249E+01    0.2426666667E+02
       612   -0.1007241047E+02   -0.1002244974E+02    0.1160451812E+02    0.2320000000E+02
       613   -0.8477713377E+01   -0.8571859177E+01    0.7736345414E+01    0.2155000000E+02
       614   -0.7890951063E+01   -0.7865877559E+01    0.5802259061E+01    0.2090000000E+02
       615   -0.7167136168E+01   -0.7363930300E+01    0.4641807249E+01    0.1980000000E+02
       616   -0.1090669876E+02   -0.1031920570E+02    0.1160451812E+02    0.2588888889E+02
       617   -0.8528006444E+01   -0.8085378867E+01    0.5802259061E+01    0.2288888889E+02
       618   -0.7762226339E+01   -0.7545417415E+01    0.4641807249E+01    0.2144444444E+02
       619   -0.9576325666E+01   -0.9039743544E+01    0.7736345414E+01    0.2578947368E+02
