     Index              y_true              y_pred        descriptor_1        descriptor_2        descriptor_3        descriptor_4        descriptor_5
       185   -0.1083327394E+02   -0.1010828497E+02    0.1160451812E+02    0.2180769231E+02    0.4615384615E+01    0.4825000000E+00    0.4382081541E+00
       186   -0.8924123623E+01   -0.8704012901E+01    0.7736345414E+01    0.2092307692E+02    0.4615384615E+01    0.4825000000E+00    0.4314050332E+00
       187   -0.8269525237E+01   -0.7996952781E+01    0.5802259061E+01    0.2111538462E+02    0.4923076923E+01    0.4825000000E+00    0.4169366145E+00
       188   -0.7467661734E+01   -0.7503834542E+01    0.4641807249E+01    0.2034615385E+02    0.5000000000E+01    0.4825000000E+00    0.4108489689E+00
       189   -0.1017717205E+02   -0.1003837035E+02    0.1160451812E+02    0.2030000000E+02    0.1400000000E+01    0.1929824561E+00    0.3214113872E+00
       190   -0.9121209243E+01   -0.8659018663E+01    0.7736345414E+01    0.1990000000E+02    0.1600000000E+01    0.1929824561E+00    0.3163925322E+00
       191   -0.7713197631E+01   -0.7781258730E+01    0.5802259061E+01    0.1940000000E+02    0.2600000000E+01    0.1929824561E+00    0.3016187037E+00
       192   -0.7244152358E+01   -0.7389982109E+01    0.4641807249E+01    0.1770000000E+02    0.1200000000E+01    0.1929824561E+00    0.2890571019E+00
       193   -0.1099432812E+02   -0.9502216978E+01    0.7736345414E+01    0.2750000000E+02    0.3666666667E+01    0.2775000000E+00    0.4601348191E+00
       194   -0.8231163859E+01   -0.8643273819E+01    0.5802259061E+01    0.2600000000E+02    0.3500000000E+01    0.2775000000E+00    0.4252834859E+00
       195   -0.7518007945E+01   -0.8031340166E+01    0.4641807249E+01    0.2391666667E+02    0.3333333333E+01    0.2775000000E+00    0.4107290425E+00
       196   -0.1099237132E+02   -0.1026238362E+02    0.1160451812E+02    0.2495000000E+02    0.5900000000E+01    0.4866666667E+00    0.4451144982E+00
       197   -0.8716010051E+01   -0.8936032333E+01    0.7736345414E+01    0.2385000000E+02    0.5200000000E+01    0.4866666667E+00    0.4380976207E+00
       198   -0.8118851058E+01   -0.8258710947E+01    0.5802259061E+01    0.2370000000E+02    0.5200000000E+01    0.4866666667E+00    0.4325196528E+00
       199   -0.7426730353E+01   -0.7742848359E+01    0.4641807249E+01    0.2295000000E+02    0.5300000000E+01    0.4866666667E+00    0.4171773580E+00
       200   -0.1130827995E+02   -0.1076259541E+02    0.1160451812E+02    0.2708333333E+02    0.3666666667E+01    0.2776190476E+00    0.4621512965E+00
       201   -0.9676956146E+01   -0.9569871257E+01    0.7736345414E+01    0.2775000000E+02    0.3333333333E+01    0.2776190476E+00    0.4576567277E+00
       202   -0.8065547352E+01   -0.8651040191E+01    0.5802259061E+01    0.2500000000E+02    0.2666666667E+01    0.2776190476E+00    0.4210869238E+00
       203   -0.7388649354E+01   -0.8077281245E+01    0.4641807249E+01    0.2400000000E+02    0.3000000000E+01    0.2776190476E+00    0.4062202082E+00
       204   -0.9862453101E+01   -0.9952491809E+01    0.1160451812E+02    0.2394117647E+02    0.7647058824E+01    0.7008333333E+00    0.4297446942E+00
       205   -0.9059778696E+01   -0.8628276600E+01    0.7736345414E+01    0.2370588235E+02    0.7647058824E+01    0.7008333333E+00    0.4288912792E+00
       206   -0.7849026953E+01   -0.7923664712E+01    0.5802259061E+01    0.2285294118E+02    0.7294117647E+01    0.7008333333E+00    0.4206574650E+00
       207   -0.7394169305E+01   -0.7560296312E+01    0.4641807249E+01    0.2261764706E+02    0.6764705882E+01    0.7008333333E+00    0.4094917337E+00
       208   -0.1027427011E+02   -0.9039768289E+01    0.7736345414E+01    0.2358333333E+02    0.2333333333E+01    0.1944272446E+00    0.3636688749E+00
       209   -0.8801663760E+01   -0.8373384215E+01    0.5802259061E+01    0.2250000000E+02    0.1500000000E+01    0.1944272446E+00    0.3523407193E+00
       210   -0.7887276854E+01   -0.7978428077E+01    0.4641807249E+01    0.2308333333E+02    0.2000000000E+01    0.1944272446E+00    0.3552237213E+00
       211   -0.8244148094E+01   -0.8897144053E+01    0.1160451812E+02    0.1672058824E+02    0.1320588235E+02    0.3800000000E+00    0.6883823689E+00
       212   -0.7328130695E+01   -0.7568162935E+01    0.7736345414E+01    0.1632352941E+02    0.1282352941E+02    0.3800000000E+00    0.6688910860E+00
       213   -0.6863905776E+01   -0.6894676512E+01    0.5802259061E+01    0.1644117647E+02    0.1279411765E+02    0.3800000000E+00    0.6513273173E+00
       214   -0.6540193235E+01   -0.6540081111E+01    0.4641807249E+01    0.1605882353E+02    0.1217647059E+02    0.3800000000E+00    0.6449763929E+00
       215   -0.9684244398E+01   -0.9356925781E+01    0.7736345414E+01    0.2550000000E+02    0.4714285714E+01    0.3327272727E+00    0.5417729474E+00
       216   -0.8023093774E+01   -0.8722544360E+01    0.5802259061E+01    0.2542857143E+02    0.4142857143E+01    0.3327272727E+00    0.5158465385E+00
       217   -0.7486205960E+01   -0.8072933685E+01    0.4641807249E+01    0.2407142857E+02    0.4714285714E+01    0.3327272727E+00    0.4987166732E+00
       218   -0.9042304539E+01   -0.9465836691E+01    0.1160451812E+02    0.1300000000E+02    0.3666666667E+01    0.3155555556E+00    0.5171722354E+00
       219   -0.8151459353E+01   -0.8165949283E+01    0.7736345414E+01    0.1254166667E+02    0.3083333333E+01    0.3155555556E+00    0.5005016760E+00
       220   -0.7147346225E+01   -0.7338838238E+01    0.5802259061E+01    0.1220833333E+02    0.3833333333E+01    0.3155555556E+00    0.4847638945E+00
       221   -0.6919992044E+01   -0.6954228098E+01    0.4641807249E+01    0.1191666667E+02    0.3416666667E+01    0.3155555556E+00    0.4738950188E+00
       222   -0.8670368847E+01   -0.8901615519E+01    0.7736345414E+01    0.2323529412E+02    0.7294117647E+01    0.7133333333E+00    0.5439972822E+00
       223   -0.7867160475E+01   -0.8139103498E+01    0.5802259061E+01    0.2294117647E+02    0.7647058824E+01    0.7133333333E+00    0.5298342743E+00
       224   -0.7311195888E+01   -0.7667384946E+01    0.4641807249E+01    0.2211764706E+02    0.7294117647E+01    0.7133333333E+00    0.5087320839E+00
       225   -0.8309664114E+01   -0.8382988896E+01    0.7736345414E+01    0.2786764706E+02    0.1897058824E+02    0.1640000000E+01    0.6911944657E+00
       226   -0.7629898202E+01   -0.7665521753E+01    0.5802259061E+01    0.2682352941E+02    0.1814705882E+02    0.1640000000E+01    0.6566490401E+00
       227   -0.7129705543E+01   -0.7151599222E+01    0.4641807249E+01    0.2494117647E+02    0.1697058824E+02    0.1640000000E+01    0.6129629206E+00
       228   -0.8975723689E+01   -0.9261016054E+01    0.1160451812E+02    0.1542647059E+02    0.9794117647E+01    0.8133333333E+00    0.6218981315E+00
       229   -0.7749549811E+01   -0.7877865228E+01    0.7736345414E+01    0.1541176471E+02    0.1008823529E+02    0.8133333333E+00    0.6040596997E+00
       230   -0.7153425793E+01   -0.7184178629E+01    0.5802259061E+01    0.1523529412E+02    0.9911764706E+01    0.8133333333E+00    0.5816248099E+00
       231   -0.6759493735E+01   -0.6761693984E+01    0.4641807249E+01    0.1480882353E+02    0.9470588235E+01    0.8133333333E+00    0.5588076990E+00
       232   -0.1055122552E+02   -0.1009010912E+02    0.1160451812E+02    0.2470588235E+02    0.8705882353E+01    0.7166666667E+00    0.5186472528E+00
       233   -0.1056159583E+02   -0.8967134877E+01    0.7736345414E+01    0.2517647059E+02    0.8058823529E+01    0.7166666667E+00    0.5335160973E+00
       234   -0.7695487023E+01   -0.8007987062E+01    0.5802259061E+01    0.2291176471E+02    0.7764705882E+01    0.7166666667E+00    0.4811898419E+00
       235   -0.7225412690E+01   -0.7601440241E+01    0.4641807249E+01    0.2185294118E+02    0.6882352941E+01    0.7166666667E+00    0.4658220710E+00
       236   -0.9171234088E+01   -0.9069521482E+01    0.1160451812E+02    0.1390000000E+02    0.6200000000E+01    0.4850000000E+00    0.4360631393E+00
       237   -0.7705159140E+01   -0.7634891877E+01    0.7736345414E+01    0.1288000000E+02    0.5960000000E+01    0.4850000000E+00    0.4072199634E+00
       238   -0.6990549343E+01   -0.6896179542E+01    0.5802259061E+01    0.1246000000E+02    0.6040000000E+01    0.4850000000E+00    0.3919768886E+00
       239   -0.6708244966E+01   -0.6439009158E+01    0.4641807249E+01    0.1130000000E+02    0.5440000000E+01    0.4850000000E+00    0.3766989684E+00
       240   -0.8916748050E+01   -0.9018436178E+01    0.1160451812E+02    0.1224000000E+02    0.5360000000E+01    0.5675000000E+00    0.4219617226E+00
       241   -0.7519883736E+01   -0.7659845596E+01    0.7736345414E+01    0.1168000000E+02    0.5120000000E+01    0.5675000000E+00    0.4056912989E+00
       242   -0.6984319527E+01   -0.6970634685E+01    0.5802259061E+01    0.1138000000E+02    0.5000000000E+01    0.5675000000E+00    0.3941507753E+00
       243   -0.6550700327E+01   -0.6494319296E+01    0.4641807249E+01    0.1066000000E+02    0.4840000000E+01    0.5675000000E+00    0.3784580722E+00
       244   -0.1023424694E+02   -0.9664179861E+01    0.1160451812E+02    0.2032500000E+02    0.8100000000E+01    0.7866666667E+00    0.4791081583E+00
       245   -0.8429125539E+01   -0.8254410374E+01    0.7736345414E+01    0.1902500000E+02    0.7450000000E+01    0.7866666667E+00    0.4479468202E+00
       246   -0.7781706129E+01   -0.7614043664E+01    0.5802259061E+01    0.1962500000E+02    0.7800000000E+01    0.7866666667E+00    0.4469438258E+00
       247   -0.7283250941E+01   -0.7194801988E+01    0.4641807249E+01    0.1845000000E+02    0.7000000000E+01    0.7866666667E+00    0.4363250579E+00
       248   -0.8625193299E+01   -0.8705588139E+01    0.1160451812E+02    0.1145588235E+02    0.7147058824E+01    0.7466666667E+00    0.4034729306E+00
       249   -0.7625517950E+01   -0.7401682939E+01    0.7736345414E+01    0.1082352941E+02    0.6617647059E+01    0.7466666667E+00    0.3960948760E+00
       250   -0.7002480550E+01   -0.6687340224E+01    0.5802259061E+01    0.1030882353E+02    0.6382352941E+01    0.7466666667E+00    0.3760139294E+00
       251   -0.6572007305E+01   -0.6277695226E+01    0.4641807249E+01    0.9500000000E+01    0.5647058824E+01    0.7466666667E+00    0.3573889586E+00
       252   -0.9555894525E+01   -0.9537806234E+01    0.7736345414E+01    0.2450000000E+02    0.3375000000E+01    0.2610714286E+00    0.5925477502E+00
       253   -0.8350148991E+01   -0.8805202470E+01    0.5802259061E+01    0.2300000000E+02    0.2625000000E+01    0.2610714286E+00    0.5761499021E+00
       254   -0.7975765814E+01   -0.8322285773E+01    0.4641807249E+01    0.2225000000E+02    0.2625000000E+01    0.2610714286E+00    0.5688530448E+00
       255   -0.1213949870E+02   -0.1068280632E+02    0.1160451812E+02    0.2350000000E+02    0.3000000000E+01    0.2622619048E+00    0.5469879455E+00
       256   -0.9270123286E+01   -0.9339271828E+01    0.7736345414E+01    0.2362500000E+02    0.3375000000E+01    0.2622619048E+00    0.5451318595E+00
       257   -0.7962008348E+01   -0.8696818182E+01    0.5802259061E+01    0.2256250000E+02    0.2375000000E+01    0.2622619048E+00    0.5328940076E+00
       258   -0.7574622619E+01   -0.8261935080E+01    0.4641807249E+01    0.2256250000E+02    0.2500000000E+01    0.2622619048E+00    0.5210052480E+00
       259   -0.9992839120E+01   -0.9712897048E+01    0.7736345414E+01    0.2568750000E+02    0.3375000000E+01    0.2641666667E+00    0.6153377074E+00
       260   -0.8359756630E+01   -0.8922424830E+01    0.5802259061E+01    0.2425000000E+02    0.3000000000E+01    0.2641666667E+00    0.5944156471E+00
       261   -0.7724045937E+01   -0.8316997110E+01    0.4641807249E+01    0.2331250000E+02    0.3500000000E+01    0.2641666667E+00    0.5734316046E+00
       262   -0.8831899827E+01   -0.8881631213E+01    0.7736345414E+01    0.2325000000E+02    0.2250000000E+01    0.1631439394E+00    0.3098313613E+00
       263   -0.9038451379E+01   -0.8386393310E+01    0.5802259061E+01    0.2362500000E+02    0.1500000000E+01    0.1631439394E+00    0.3132917915E+00
       264   -0.7991661139E+01   -0.7877275589E+01    0.4641807249E+01    0.2325000000E+02    0.2000000000E+01    0.1631439394E+00    0.3091211951E+00
       265   -0.9257423594E+01   -0.9271182681E+01    0.7736345414E+01    0.2642857143E+02    0.4857142857E+01    0.4505050505E+00    0.4536943215E+00
       266   -0.8015648503E+01   -0.8362554900E+01    0.5802259061E+01    0.2414285714E+02    0.4428571429E+01    0.4505050505E+00    0.4158047219E+00
       267   -0.7428046393E+01   -0.7978090287E+01    0.4641807249E+01    0.2371428571E+02    0.3428571429E+01    0.4505050505E+00    0.3748559066E+00
       268   -0.8990580138E+01   -0.9299688672E+01    0.7736345414E+01    0.2275000000E+02    0.2666666667E+01    0.2684523810E+00    0.5217192541E+00
       269   -0.8063789393E+01   -0.8587466229E+01    0.5802259061E+01    0.2300000000E+02    0.3000000000E+01    0.2684523810E+00    0.5040610277E+00
       270   -0.7250593254E+01   -0.8146745818E+01    0.4641807249E+01    0.2266666667E+02    0.3000000000E+01    0.2684523810E+00    0.4966134727E+00
       271   -0.1036555793E+02   -0.1015369045E+02    0.1160451812E+02    0.2322222222E+02    0.5333333333E+01    0.4666666667E+00    0.4424520868E+00
       272   -0.8581936000E+01   -0.8822066600E+01    0.7736345414E+01    0.2277777778E+02    0.5000000000E+01    0.4666666667E+00    0.4269515262E+00
       273   -0.7638621565E+01   -0.8160081132E+01    0.5802259061E+01    0.2172222222E+02    0.4111111111E+01    0.4666666667E+00    0.4128525119E+00
       274   -0.7175382860E+01   -0.7550524720E+01    0.4641807249E+01    0.2200000000E+02    0.5666666667E+01    0.4666666667E+00    0.4018984527E+00
       275   -0.8725712328E+01   -0.8858122446E+01    0.7736345414E+01    0.2369230769E+02    0.5076923077E+01    0.4762500000E+00    0.4053969073E+00
       276   -0.8086257237E+01   -0.8117051807E+01    0.5802259061E+01    0.2330769231E+02    0.5384615385E+01    0.4762500000E+00    0.4016967869E+00
       277   -0.7571263661E+01   -0.7639839099E+01    0.4641807249E+01    0.2323076923E+02    0.5769230769E+01    0.4762500000E+00    0.3910033825E+00
       278   -0.8182848932E+01   -0.8587914023E+01    0.1160451812E+02    0.1371875000E+02    0.1145833333E+02    0.4540000000E+00    0.5669481257E+00
       279   -0.7193335695E+01   -0.7213726254E+01    0.7736345414E+01    0.1314583333E+02    0.1114583333E+02    0.4540000000E+00    0.5400045182E+00
       280   -0.6694717580E+01   -0.6544970363E+01    0.5802259061E+01    0.1253125000E+02    0.1058333333E+02    0.4540000000E+00    0.5237516366E+00
       281   -0.6320484247E+01   -0.6119568647E+01    0.4641807249E+01    0.1282291667E+02    0.1085416667E+02    0.4540000000E+00    0.5121302885E+00
       282   -0.8075092118E+01   -0.8532503553E+01    0.1160451812E+02    0.1354166667E+02    0.1127083333E+02    0.4840000000E+00    0.5343697685E+00
       283   -0.7090289058E+01   -0.7213516294E+01    0.7736345414E+01    0.1252083333E+02    0.1039583333E+02    0.4840000000E+00    0.5161850618E+00
       284   -0.6596718513E+01   -0.6545545689E+01    0.5802259061E+01    0.1235416667E+02    0.1010416667E+02    0.4840000000E+00    0.4972929539E+00
       285   -0.6320334959E+01   -0.6105416734E+01    0.4641807249E+01    0.1254166667E+02    0.1045833333E+02    0.4840000000E+00    0.4890720396E+00
       286   -0.8653240890E+01   -0.8748712390E+01    0.1160451812E+02    0.1516666667E+02    0.1110256410E+02    0.6888461538E+00    0.5128947362E+00
       287   -0.7470283930E+01   -0.7330836705E+01    0.7736345414E+01    0.1393589744E+02    0.1035897436E+02    0.6888461538E+00    0.4693639504E+00
       288   -0.6803226809E+01   -0.6623452719E+01    0.5802259061E+01    0.1369230769E+02    0.1025641026E+02    0.6888461538E+00    0.4485540007E+00
       289   -0.6393976241E+01   -0.6191046694E+01    0.4641807249E+01    0.1348717949E+02    0.1020512821E+02    0.6888461538E+00    0.4358592395E+00
       290   -0.1118262222E+02   -0.9979072991E+01    0.1160451812E+02    0.2083333333E+02    0.2666666667E+01    0.3108529412E+00    0.3319291971E+00
       291   -0.9125246749E+01   -0.8737803288E+01    0.7736345414E+01    0.2141666667E+02    0.2500000000E+01    0.3108529412E+00    0.3204582921E+00
       292   -0.8188687604E+01   -0.7947659641E+01    0.5802259061E+01    0.2033333333E+02    0.2666666667E+01    0.3108529412E+00    0.3176416137E+00
       293   -0.7453744630E+01   -0.7641838109E+01    0.4641807249E+01    0.2050000000E+02    0.2166666667E+01    0.3108529412E+00    0.3154384647E+00
       294   -0.8727540836E+01   -0.8908786500E+01    0.1160451812E+02    0.1215555556E+02    0.5244444444E+01    0.6257142857E+00    0.3617813625E+00
       295   -0.7718223327E+01   -0.7585726456E+01    0.7736345414E+01    0.1157777778E+02    0.4800000000E+01    0.6257142857E+00    0.3489798198E+00
       296   -0.7046320233E+01   -0.6859245162E+01    0.5802259061E+01    0.1106666667E+02    0.4711111111E+01    0.6257142857E+00    0.3325728253E+00
       297   -0.6679987635E+01   -0.6409662580E+01    0.4641807249E+01    0.1122222222E+02    0.5155555556E+01    0.6257142857E+00    0.3272745584E+00
       298   -0.8623580345E+01   -0.8876036198E+01    0.1160451812E+02    0.1127450980E+02    0.6235294118E+01    0.1600000000E+00    0.5225299723E+00
       299   -0.7526436937E+01   -0.7619791943E+01    0.7736345414E+01    0.1029411765E+02    0.4941176471E+01    0.1600000000E+00    0.5036946957E+00
       300   -0.6909561810E+01   -0.6897311207E+01    0.5802259061E+01    0.1033333333E+02    0.5137254902E+01    0.1600000000E+00    0.4823933172E+00
       301   -0.6451132906E+01   -0.6385362668E+01    0.4641807249E+01    0.9411764706E+01    0.5058823529E+01    0.1600000000E+00    0.4652511242E+00
       302   -0.1078793084E+02   -0.1019203371E+02    0.1160451812E+02    0.2755555556E+02    0.1173333333E+02    0.8892857143E+00    0.5970738463E+00
       303   -0.8556232921E+01   -0.8744064350E+01    0.7736345414E+01    0.2582222222E+02    0.1111111111E+02    0.8892857143E+00    0.5702509802E+00
       304   -0.7804229903E+01   -0.8019060785E+01    0.5802259061E+01    0.2480000000E+02    0.1062222222E+02    0.8892857143E+00    0.5522395151E+00
       305   -0.7235224604E+01   -0.7592589812E+01    0.4641807249E+01    0.2424444444E+02    0.1013333333E+02    0.8892857143E+00    0.5304389474E+00
       306   -0.9049273947E+01   -0.9139594967E+01    0.1160451812E+02    0.1529411765E+02    0.7803921569E+01    0.6866666667E+00    0.4720322047E+00
       307   -0.7881315813E+01   -0.7802110386E+01    0.7736345414E+01    0.1511764706E+02    0.7568627451E+01    0.6866666667E+00    0.4482447899E+00
       308   -0.7291075212E+01   -0.7097738438E+01    0.5802259061E+01    0.1441176471E+02    0.7098039216E+01    0.6866666667E+00    0.4263217684E+00
       309   -0.6802415834E+01   -0.6671398658E+01    0.4641807249E+01    0.1372549020E+02    0.6627450980E+01    0.6866666667E+00    0.4114860705E+00
       310   -0.9620765762E+01   -0.9128563750E+01    0.1160451812E+02    0.1413333333E+02    0.7966666667E+01    0.5700000000E+00    0.5472916073E+00
       311   -0.7863704360E+01   -0.7799987413E+01    0.7736345414E+01    0.1460000000E+02    0.8133333333E+01    0.5700000000E+00    0.5238917651E+00
       312   -0.7142618741E+01   -0.7020479361E+01    0.5802259061E+01    0.1356666667E+02    0.7833333333E+01    0.5700000000E+00    0.4945158549E+00
       313   -0.6790756373E+01   -0.6641559134E+01    0.4641807249E+01    0.1311666667E+02    0.7333333333E+01    0.5700000000E+00    0.4879303497E+00
       314   -0.1029716738E+02   -0.9192339021E+01    0.1160451812E+02    0.1482352941E+02    0.8274509804E+01    0.3600000000E+00    0.5971013440E+00
       315   -0.8170444652E+01   -0.7851162980E+01    0.7736345414E+01    0.1466666667E+02    0.8117647059E+01    0.3600000000E+00    0.5757171657E+00
       316   -0.7387787588E+01   -0.7140085775E+01    0.5802259061E+01    0.1339215686E+02    0.7254901961E+01    0.3600000000E+00    0.5516770981E+00
       317   -0.7003989015E+01   -0.6714061451E+01    0.4641807249E+01    0.1360784314E+02    0.7411764706E+01    0.3600000000E+00    0.5360713934E+00
       318   -0.8858139622E+01   -0.9151606897E+01    0.1160451812E+02    0.2180000000E+02    0.1661333333E+02    0.1545000000E+01    0.5990639102E+00
       319   -0.7703020460E+01   -0.7763209486E+01    0.7736345414E+01    0.2036000000E+02    0.1560000000E+02    0.1545000000E+01    0.5607882642E+00
       320   -0.7066218327E+01   -0.7062007464E+01    0.5802259061E+01    0.1952000000E+02    0.1485333333E+02    0.1545000000E+01    0.5290317726E+00
       321   -0.6616003026E+01   -0.6664522831E+01    0.4641807249E+01    0.1837333333E+02    0.1373333333E+02    0.1545000000E+01    0.5067195986E+00
       322   -0.9613069726E+01   -0.8818859319E+01    0.7736345414E+01    0.2384615385E+02    0.8717948718E+01    0.7845000000E+00    0.5581701166E+00
       323   -0.7739591358E+01   -0.8019129733E+01    0.5802259061E+01    0.2212820513E+02    0.8051282051E+01    0.7845000000E+00    0.5275349161E+00
       324   -0.7286240490E+01   -0.7590048925E+01    0.4641807249E+01    0.2179487179E+02    0.7948717949E+01    0.7845000000E+00    0.5187586656E+00
       325   -0.8533450122E+01   -0.9034909269E+01    0.1160451812E+02    0.1226666667E+02    0.4600000000E+01    0.5265000000E+00    0.3873216156E+00
       326   -0.7523114538E+01   -0.7756002356E+01    0.7736345414E+01    0.1190000000E+02    0.3933333333E+01    0.5265000000E+00    0.3705072055E+00
       327   -0.7072862025E+01   -0.7090194828E+01    0.5802259061E+01    0.1196666667E+02    0.3933333333E+01    0.5265000000E+00    0.3603406289E+00
       328   -0.6608336551E+01   -0.6593828240E+01    0.4641807249E+01    0.1133333333E+02    0.4066666667E+01    0.5265000000E+00    0.3503461563E+00
       329   -0.9875343343E+01   -0.8879717527E+01    0.1160451812E+02    0.1562666667E+02    0.1128000000E+02    0.9075000000E+00    0.5252543400E+00
       330   -0.8620040756E+01   -0.7559940369E+01    0.7736345414E+01    0.1598666667E+02    0.1173333333E+02    0.9075000000E+00    0.5281550129E+00
       331   -0.7163875379E+01   -0.6811412487E+01    0.5802259061E+01    0.1500000000E+02    0.1090666667E+02    0.9075000000E+00    0.4774439136E+00
       332   -0.6693147978E+01   -0.6380552191E+01    0.4641807249E+01    0.1470666667E+02    0.1072000000E+02    0.9075000000E+00    0.4609139944E+00
       333   -0.8564216667E+01   -0.8736003840E+01    0.1160451812E+02    0.1464000000E+02    0.1133333333E+02    0.1200000000E+01    0.4631667184E+00
       334   -0.7529829460E+01   -0.7415710671E+01    0.7736345414E+01    0.1404000000E+02    0.1061333333E+02    0.1200000000E+01    0.4354483124E+00
       335   -0.6872645311E+01   -0.6737686532E+01    0.5802259061E+01    0.1368000000E+02    0.1026666667E+02    0.1200000000E+01    0.4173338756E+00
       336   -0.6449593552E+01   -0.6309216070E+01    0.4641807249E+01    0.1269333333E+02    0.9546666667E+01    0.1200000000E+01    0.3993695101E+00
       337   -0.1064316884E+02   -0.9956249794E+01    0.1160451812E+02    0.2387179487E+02    0.8820512820E+01    0.8182500000E+00    0.4884411224E+00
       338   -0.8706146691E+01   -0.8654267164E+01    0.7736345414E+01    0.2320512821E+02    0.8205128205E+01    0.8182500000E+00    0.4780763591E+00
       339   -0.7921845461E+01   -0.7889497904E+01    0.5802259061E+01    0.2258974359E+02    0.8256410256E+01    0.8182500000E+00    0.4584104944E+00
       340   -0.7271927400E+01   -0.7502894139E+01    0.4641807249E+01    0.2207692308E+02    0.7692307692E+01    0.8182500000E+00    0.4472992996E+00
       341   -0.7847913845E+01   -0.8561206349E+01    0.1160451812E+02    0.1316000000E+02    0.1098666667E+02    0.2850000000E+00    0.5778583659E+00
       342   -0.7046572847E+01   -0.7245597993E+01    0.7736345414E+01    0.1246666667E+02    0.1034666667E+02    0.2850000000E+00    0.5612509770E+00
       343   -0.6571506853E+01   -0.6604788433E+01    0.5802259061E+01    0.1226666667E+02    0.9893333333E+01    0.2850000000E+00    0.5455487185E+00
       344   -0.6265244240E+01   -0.6252207519E+01    0.4641807249E+01    0.1170666667E+02    0.9040000000E+01    0.2850000000E+00    0.5332927816E+00
       345   -0.8241719463E+01   -0.8765903666E+01    0.1160451812E+02    0.1341333333E+02    0.1002666667E+02    0.1177500000E+01    0.4528083452E+00
       346   -0.7346280086E+01   -0.7412190946E+01    0.7736345414E+01    0.1296000000E+02    0.9680000000E+01    0.1177500000E+01    0.4273196295E+00
       347   -0.6841247760E+01   -0.6714804991E+01    0.5802259061E+01    0.1264000000E+02    0.9520000000E+01    0.1177500000E+01    0.4106450805E+00
       348   -0.6421552443E+01   -0.6325028726E+01    0.4641807249E+01    0.1197333333E+02    0.8773333333E+01    0.1177500000E+01    0.3936299809E+00
       349   -0.1109068191E+02   -0.1076549716E+02    0.1160451812E+02    0.2700000000E+02    0.4222222222E+01    0.3185555556E+00    0.4950004444E+00
       350   -0.8993760716E+01   -0.9408474421E+01    0.7736345414E+01    0.2555555556E+02    0.3444444444E+01    0.3185555556E+00    0.4851041560E+00
       351   -0.8026228293E+01   -0.8660624371E+01    0.5802259061E+01    0.2544444444E+02    0.3888888889E+01    0.3185555556E+00    0.4748772880E+00
       352   -0.7457896047E+01   -0.8180509474E+01    0.4641807249E+01    0.2438888889E+02    0.3555555556E+01    0.3185555556E+00    0.4616067793E+00
       353   -0.8643214569E+01   -0.8865343605E+01    0.7736345414E+01    0.2444444444E+02    0.5444444444E+01    0.4765384615E+00    0.3980584685E+00
       354   -0.7680789746E+01   -0.8140272128E+01    0.5802259061E+01    0.2316666667E+02    0.4777777778E+01    0.4765384615E+00    0.3802744562E+00
       355   -0.7157987308E+01   -0.7609262689E+01    0.4641807249E+01    0.2205555556E+02    0.4777777778E+01    0.4765384615E+00    0.3681246174E+00
       356   -0.9855463396E+01   -0.9293395053E+01    0.1160451812E+02    0.1605882353E+02    0.8588235294E+01    0.4150000000E+00    0.5969161811E+00
       357   -0.8152278240E+01   -0.7877395706E+01    0.7736345414E+01    0.1576470588E+02    0.8823529412E+01    0.4150000000E+00    0.5735606692E+00
       358   -0.7434635931E+01   -0.7153726339E+01    0.5802259061E+01    0.1552941176E+02    0.8901960784E+01    0.4150000000E+00    0.5565694739E+00
       359   -0.6977397576E+01   -0.6724672364E+01    0.4641807249E+01    0.1507843137E+02    0.8588235294E+01    0.4150000000E+00    0.5399003047E+00
       360   -0.9843137792E+01   -0.9289901492E+01    0.1160451812E+02    0.1387500000E+02    0.7000000000E+01    0.2600000000E+00    0.6181225743E+00
       361   -0.8456620806E+01   -0.8031495656E+01    0.7736345414E+01    0.1370000000E+02    0.6400000000E+01    0.2600000000E+00    0.6058464811E+00
       362   -0.7499707448E+01   -0.7352197286E+01    0.5802259061E+01    0.1285000000E+02    0.5550000000E+01    0.2600000000E+00    0.5775944362E+00
       363   -0.7030328758E+01   -0.6769514742E+01    0.4641807249E+01    0.1265000000E+02    0.6450000000E+01    0.2600000000E+00    0.5586936218E+00
       364   -0.7791704434E+01   -0.8415994815E+01    0.1160451812E+02    0.7071428571E+01    0.2142857143E+01    0.3725000000E+00    0.2212801195E+00
       365   -0.6974907560E+01   -0.7128130749E+01    0.7736345414E+01    0.6000000000E+01    0.1214285714E+01    0.3725000000E+00    0.2154672420E+00
       366   -0.6294097184E+01   -0.6442727348E+01    0.5802259061E+01    0.4821428571E+01    0.5714285714E+00    0.3725000000E+00    0.2119358036E+00
       367   -0.5877892499E+01   -0.6023118851E+01    0.4641807249E+01    0.5000000000E+01    0.7142857143E+00    0.3725000000E+00    0.1998751527E+00
       368   -0.9042671476E+01   -0.8293947130E+01    0.7736345414E+01    0.1607500000E+02    0.6550000000E+01    0.3680000000E+00    0.6064945342E+00
       369   -0.7890296129E+01   -0.7547792028E+01    0.5802259061E+01    0.1580000000E+02    0.6850000000E+01    0.3680000000E+00    0.5952773270E+00
       370   -0.7161578810E+01   -0.7117425488E+01    0.4641807249E+01    0.1507500000E+02    0.6250000000E+01    0.3680000000E+00    0.5723817768E+00
