     Index              y_true              y_pred        descriptor_1        descriptor_2        descriptor_3        descriptor_4
       640   -0.8608926974E+01   -0.9281653909E+01    0.1160451812E+02    0.1406000000E+02    0.9960000000E+01    0.7599811456E+00
       641   -0.7737540157E+01   -0.7933149297E+01    0.7736345414E+01    0.1428000000E+02    0.1028000000E+02    0.7372673664E+00
       642   -0.7085556388E+01   -0.7240433649E+01    0.5802259061E+01    0.1396000000E+02    0.1008000000E+02    0.7191471660E+00
       643   -0.6753307786E+01   -0.6825402051E+01    0.4641807249E+01    0.1320000000E+02    0.9280000000E+01    0.7003677784E+00
       644   -0.9402411704E+01   -0.8903047477E+01    0.7736345414E+01    0.2160000000E+02    0.4000000000E+00    0.2644577250E+00
       645   -0.8805285348E+01   -0.8065079192E+01    0.5802259061E+01    0.2020000000E+02    0.8000000000E+00    0.2654409798E+00
       646   -0.7706929864E+01   -0.7788715095E+01    0.4641807249E+01    0.2240000000E+02    0.2000000000E+01    0.2715418101E+00
       647   -0.9358526045E+01   -0.9066921125E+01    0.7736345414E+01    0.2124000000E+02    0.4960000000E+01    0.6317784321E+00
       648   -0.8047086130E+01   -0.8197274199E+01    0.5802259061E+01    0.2048000000E+02    0.5600000000E+01    0.5953423371E+00
       649   -0.7362308168E+01   -0.7841996224E+01    0.4641807249E+01    0.2016000000E+02    0.4880000000E+01    0.5878193185E+00
       650   -0.8197859484E+01   -0.8477212923E+01    0.5802259061E+01    0.2568421053E+02    0.6000000000E+01    0.4776232263E+00
       651   -0.7387915916E+01   -0.7926428642E+01    0.4641807249E+01    0.2500000000E+02    0.6526315789E+01    0.4615672832E+00
       652   -0.1055677961E+02   -0.1021739790E+02    0.1160451812E+02    0.2133333333E+02    0.6666666667E+00    0.3060666505E+00
       653   -0.8603075751E+01   -0.8893308367E+01    0.7736345414E+01    0.2100000000E+02    0.6666666667E+00    0.3076780018E+00
       654   -0.7583883114E+01   -0.7865610779E+01    0.5802259061E+01    0.1766666667E+02    0.6666666667E+00    0.2938187025E+00
       655   -0.7403321587E+01   -0.7563343565E+01    0.4641807249E+01    0.1816666667E+02    0.3333333333E+00    0.2910179740E+00
       656   -0.8628705927E+01   -0.9066247095E+01    0.7736345414E+01    0.2707692308E+02    0.2307692308E+01    0.1589380897E+00
       657   -0.7832356951E+01   -0.8372134189E+01    0.5802259061E+01    0.2669230769E+02    0.2307692308E+01    0.1551882250E+00
       658   -0.7255515648E+01   -0.7794162613E+01    0.4641807249E+01    0.2561538462E+02    0.2923076923E+01    0.1517893808E+00
       659   -0.1086044925E+02   -0.9744514159E+01    0.1160451812E+02    0.1654000000E+02    0.7800000000E+01    0.7373702628E+00
       660   -0.8675341685E+01   -0.8492526625E+01    0.7736345414E+01    0.1682000000E+02    0.7400000000E+01    0.7193723068E+00
       661   -0.7862371385E+01   -0.7745497395E+01    0.5802259061E+01    0.1646000000E+02    0.7720000000E+01    0.7055731340E+00
       662   -0.7332850860E+01   -0.7329245699E+01    0.4641807249E+01    0.1674000000E+02    0.7960000000E+01    0.6893605236E+00
       663   -0.9126167436E+01   -0.8652216614E+01    0.7736345414E+01    0.2033333333E+02    0.1000000000E+01    0.2395240975E+00
       664   -0.8172966102E+01   -0.7848600810E+01    0.5802259061E+01    0.1933333333E+02    0.1333333333E+01    0.2324273677E+00
       665   -0.7684392987E+01   -0.7512202695E+01    0.4641807249E+01    0.1900000000E+02    0.3333333333E+00    0.2191589359E+00
       666   -0.9910129562E+01   -0.8730630516E+01    0.7736345414E+01    0.2040000000E+02    0.1200000000E+01    0.2877215174E+00
       667   -0.7898239256E+01   -0.7934555546E+01    0.5802259061E+01    0.1840000000E+02    0.4000000000E+00    0.2737259276E+00
       668   -0.7403513324E+01   -0.7341615721E+01    0.4641807249E+01    0.1740000000E+02    0.1200000000E+01    0.2690937448E+00
       669   -0.9339819415E+01   -0.9023549773E+01    0.1160451812E+02    0.1470000000E+02    0.7160000000E+01    0.4306022073E+00
       670   -0.7618535614E+01   -0.7656165505E+01    0.7736345414E+01    0.1416000000E+02    0.6840000000E+01    0.4027863040E+00
       671   -0.8103555900E+01   -0.7013858913E+01    0.5802259061E+01    0.1394000000E+02    0.6600000000E+01    0.4027863040E+00
       672   -0.6658150066E+01   -0.6583031178E+01    0.4641807249E+01    0.1388000000E+02    0.6680000000E+01    0.3884387474E+00
       673   -0.9434565758E+01   -0.9551525459E+01    0.1160451812E+02    0.1464705882E+02    0.3823529412E+01    0.5120328055E+00
       674   -0.8134175826E+01   -0.8097145120E+01    0.7736345414E+01    0.1347058824E+02    0.3823529412E+01    0.4928174572E+00
       675   -0.7355911941E+01   -0.7392276430E+01    0.5802259061E+01    0.1273529412E+02    0.3352941176E+01    0.4755371403E+00
       676   -0.6870023462E+01   -0.6890181661E+01    0.4641807249E+01    0.1264705882E+02    0.3882352941E+01    0.4520783453E+00
       677   -0.1045242357E+02   -0.9963596490E+01    0.1160451812E+02    0.2340000000E+02    0.6240000000E+01    0.3845847869E+00
       678   -0.9255312634E+01   -0.8732248989E+01    0.7736345414E+01    0.2312000000E+02    0.5520000000E+01    0.3893369514E+00
       679   -0.8574625819E+01   -0.8068592131E+01    0.5802259061E+01    0.2320000000E+02    0.5760000000E+01    0.3896866593E+00
       680   -0.7634187925E+01   -0.7672758820E+01    0.4641807249E+01    0.2264000000E+02    0.5040000000E+01    0.3744534395E+00
       681   -0.8764466155E+01   -0.8844723308E+01    0.1160451812E+02    0.1112000000E+02    0.2640000000E+01    0.2734218773E+00
       682   -0.7431850894E+01   -0.7595178248E+01    0.7736345414E+01    0.1136000000E+02    0.2480000000E+01    0.2727315127E+00
       683   -0.6847206895E+01   -0.6944354794E+01    0.5802259061E+01    0.1116000000E+02    0.2160000000E+01    0.2626399070E+00
       684   -0.6471648977E+01   -0.6460963132E+01    0.4641807249E+01    0.1036000000E+02    0.2080000000E+01    0.2525181711E+00
       685   -0.7718153387E+01   -0.8401557572E+01    0.1160451812E+02    0.5680000000E+01    0.1120000000E+01    0.2554683460E+00
       686   -0.6917179144E+01   -0.7045181244E+01    0.7736345414E+01    0.5680000000E+01    0.1280000000E+01    0.2315005564E+00
       687   -0.6410039637E+01   -0.6415476333E+01    0.5802259061E+01    0.5400000000E+01    0.8000000000E+00    0.2273927133E+00
       688   -0.6049060864E+01   -0.5970074581E+01    0.4641807249E+01    0.5000000000E+01    0.8000000000E+00    0.2195328064E+00
       689   -0.1099963488E+02   -0.9596155181E+01    0.1160451812E+02    0.1438235294E+02    0.8529411765E+01    0.8212994922E+00
       690   -0.7889474795E+01   -0.8239951564E+01    0.7736345414E+01    0.1414705882E+02    0.8588235294E+01    0.8044457970E+00
       691   -0.7726757108E+01   -0.7660018940E+01    0.5802259061E+01    0.1432352941E+02    0.7882352941E+01    0.7878942016E+00
       692   -0.7090648239E+01   -0.7242483307E+01    0.4641807249E+01    0.1297058824E+02    0.6588235294E+01    0.7717163588E+00
       693   -0.7981129738E+01   -0.8933515777E+01    0.7736345414E+01    0.2150000000E+02    0.1333333333E+01    0.3395007685E+00
       694   -0.8350088493E+01   -0.8194173316E+01    0.5802259061E+01    0.2100000000E+02    0.1666666667E+01    0.3380792257E+00
       695   -0.7779640923E+01   -0.7890248609E+01    0.4641807249E+01    0.2116666667E+02    0.1000000000E+01    0.3334032403E+00
       696   -0.8400459150E+01   -0.8491861341E+01    0.5802259061E+01    0.2308000000E+02    0.6080000000E+01    0.6322180507E+00
       697   -0.7484906264E+01   -0.7947213360E+01    0.4641807249E+01    0.2140000000E+02    0.5440000000E+01    0.6064058907E+00
       698   -0.1085070667E+02   -0.1057292985E+02    0.1160451812E+02    0.2427272727E+02    0.3272727273E+01    0.4785136133E+00
       699   -0.9409070618E+01   -0.9253497756E+01    0.7736345414E+01    0.2472727273E+02    0.3818181818E+01    0.4709327559E+00
       700   -0.8038778162E+01   -0.8454560761E+01    0.5802259061E+01    0.2263636364E+02    0.2727272727E+01    0.4436335589E+00
       701   -0.8075708321E+01   -0.8043210924E+01    0.4641807249E+01    0.2236363636E+02    0.2727272727E+01    0.4463083357E+00
       702   -0.8494029552E+01   -0.9065375980E+01    0.1160451812E+02    0.1200000000E+02    0.3529411765E+01    0.3900422008E+00
       703   -0.7695657194E+01   -0.7722725233E+01    0.7736345414E+01    0.1117647059E+02    0.2941176471E+01    0.3749475661E+00
       704   -0.7007990507E+01   -0.6972164820E+01    0.5802259061E+01    0.1044117647E+02    0.3000000000E+01    0.3647740695E+00
       705   -0.6585080940E+01   -0.6495807871E+01    0.4641807249E+01    0.1005882353E+02    0.3117647059E+01    0.3468401103E+00
       706   -0.1066622064E+02   -0.1033144785E+02    0.1160451812E+02    0.2362500000E+02    0.1750000000E+01    0.3018996092E+00
       707   -0.9315356502E+01   -0.8976986974E+01    0.7736345414E+01    0.2275000000E+02    0.1250000000E+01    0.2886494515E+00
       708   -0.7589763726E+01   -0.8110905108E+01    0.5802259061E+01    0.2137500000E+02    0.1500000000E+01    0.2651546911E+00
       709   -0.6990191031E+01   -0.7641879768E+01    0.4641807249E+01    0.2075000000E+02    0.2000000000E+01    0.2863485924E+00
       710   -0.1019915610E+02   -0.1042130464E+02    0.1160451812E+02    0.2430769231E+02    0.3692307692E+01    0.4229329696E+00
       711   -0.8521762615E+01   -0.8948612481E+01    0.7736345414E+01    0.2315384615E+02    0.4000000000E+01    0.4108464592E+00
       712   -0.7739831939E+01   -0.8314807185E+01    0.5802259061E+01    0.2292307692E+02    0.3076923077E+01    0.3763426125E+00
       713   -0.7319691681E+01   -0.7771427815E+01    0.4641807249E+01    0.2300000000E+02    0.4769230769E+01    0.3898171813E+00
       714   -0.9349048570E+01   -0.9892470671E+01    0.1160451812E+02    0.1629411765E+02    0.9529411765E+01    0.9267488936E+00
       715   -0.8105191825E+01   -0.8541899790E+01    0.7736345414E+01    0.1697058824E+02    0.1035294118E+02    0.9070937519E+00
       716   -0.7624023707E+01   -0.7890397378E+01    0.5802259061E+01    0.1667647059E+02    0.9882352941E+01    0.8931019925E+00
       717   -0.7547792117E+01   -0.7512031815E+01    0.4641807249E+01    0.1614705882E+02    0.9000000000E+01    0.8757917570E+00
       718   -0.1050351240E+02   -0.1036034811E+02    0.1160451812E+02    0.2400000000E+02    0.4900000000E+01    0.4782107736E+00
       719   -0.8435551455E+01   -0.9004138113E+01    0.7736345414E+01    0.2225000000E+02    0.3700000000E+01    0.4714845609E+00
       720   -0.7829759552E+01   -0.8285595919E+01    0.5802259061E+01    0.2220000000E+02    0.4100000000E+01    0.4599873896E+00
       721   -0.7496648396E+01   -0.7839557629E+01    0.4641807249E+01    0.2115000000E+02    0.3600000000E+01    0.4584697910E+00
       722   -0.9042986948E+01   -0.8910330294E+01    0.7736345414E+01    0.2190000000E+02    0.1600000000E+01    0.3211135033E+00
       723   -0.8232647532E+01   -0.8282455276E+01    0.5802259061E+01    0.2230000000E+02    0.1600000000E+01    0.3084801659E+00
       724   -0.7480485740E+01   -0.7738523655E+01    0.4641807249E+01    0.2110000000E+02    0.1800000000E+01    0.3053070933E+00
       725   -0.8854068309E+01   -0.9458620626E+01    0.1160451812E+02    0.1097058824E+02    0.5764705882E+01    0.7775356533E+00
       726   -0.7866398342E+01   -0.8194376155E+01    0.7736345414E+01    0.1002941176E+02    0.4294117647E+01    0.7581892786E+00
       727   -0.7487959563E+01   -0.7462588661E+01    0.5802259061E+01    0.1008823529E+02    0.4823529412E+01    0.7414100483E+00
       728   -0.6930963314E+01   -0.7154198177E+01    0.4641807249E+01    0.9441176471E+01    0.3294117647E+01    0.7291088258E+00
       729   -0.8993126366E+01   -0.9215381163E+01    0.1160451812E+02    0.1532000000E+02    0.7240000000E+01    0.4998761318E+00
       730   -0.7932108228E+01   -0.7835551604E+01    0.7736345414E+01    0.1484000000E+02    0.7240000000E+01    0.4808699842E+00
       731   -0.7201180612E+01   -0.7176208185E+01    0.5802259061E+01    0.1424000000E+02    0.6440000000E+01    0.4605508120E+00
       732   -0.6856359940E+01   -0.6687823856E+01    0.4641807249E+01    0.1360000000E+02    0.6440000000E+01    0.4437335561E+00
       733   -0.8617600992E+01   -0.9147645314E+01    0.1160451812E+02    0.1164705882E+02    0.3000000000E+01    0.4210348359E+00
       734   -0.7573713648E+01   -0.7769612281E+01    0.7736345414E+01    0.1167647059E+02    0.3411764706E+01    0.3988750740E+00
       735   -0.7056646663E+01   -0.7023816938E+01    0.5802259061E+01    0.1120588235E+02    0.3588235294E+01    0.3834672950E+00
       736   -0.6648089807E+01   -0.6623247104E+01    0.4641807249E+01    0.1029411765E+02    0.2588235294E+01    0.3688659803E+00
       737   -0.7322772665E+01   -0.8477629613E+01    0.1160451812E+02    0.1256666667E+02    0.1084444444E+02    0.4796399569E+00
       738   -0.6625547438E+01   -0.7196071743E+01    0.7736345414E+01    0.1182222222E+02    0.9688888889E+01    0.4588360273E+00
       739   -0.6181957624E+01   -0.6509681362E+01    0.5802259061E+01    0.1086666667E+02    0.8844444444E+01    0.4415006331E+00
       740   -0.5889564131E+01   -0.6072646942E+01    0.4641807249E+01    0.1054444444E+02    0.8711111111E+01    0.4259830409E+00
       741   -0.9513329671E+01   -0.9487754125E+01    0.1160451812E+02    0.1258823529E+02    0.2117647059E+01    0.4933331427E+00
       742   -0.8194839439E+01   -0.8098912193E+01    0.7736345414E+01    0.1170588235E+02    0.1764705882E+01    0.4713152457E+00
       743   -0.7294345101E+01   -0.7396608707E+01    0.5802259061E+01    0.1170588235E+02    0.1882352941E+01    0.4491154295E+00
       744   -0.6800241054E+01   -0.6938884015E+01    0.4641807249E+01    0.1094117647E+02    0.1529411765E+01    0.4344835178E+00
       745   -0.9023685717E+01   -0.9370115225E+01    0.1160451812E+02    0.1173076923E+02    0.2538461539E+01    0.5041011519E+00
       746   -0.7599234252E+01   -0.7981248558E+01    0.7736345414E+01    0.1165384615E+02    0.2923076923E+01    0.4806228922E+00
       747   -0.7017502513E+01   -0.7184775117E+01    0.5802259061E+01    0.1038461538E+02    0.2692307692E+01    0.4593346520E+00
       748   -0.6493621255E+01   -0.6777510470E+01    0.4641807249E+01    0.1073076923E+02    0.2923076923E+01    0.4435879253E+00
       749   -0.8206737175E+01   -0.9005267023E+01    0.1160451812E+02    0.1148076923E+02    0.5769230769E+01    0.5169517693E+00
       750   -0.7330505772E+01   -0.7564605032E+01    0.7736345414E+01    0.1080769231E+02    0.5961538461E+01    0.4883596648E+00
       751   -0.6686289214E+01   -0.6951997537E+01    0.5802259061E+01    0.1023076923E+02    0.5000000000E+01    0.4814597645E+00
       752   -0.6268034508E+01   -0.6489506386E+01    0.4641807249E+01    0.9442307692E+01    0.4307692308E+01    0.4460731634E+00
       753   -0.1009912781E+02   -0.1015825636E+02    0.1160451812E+02    0.2200000000E+02    0.5230769231E+01    0.5028789519E+00
       754   -0.8654045521E+01   -0.8837446238E+01    0.7736345414E+01    0.2138461538E+02    0.4615384615E+01    0.4860526866E+00
       755   -0.7793895393E+01   -0.8065914976E+01    0.5802259061E+01    0.2042307692E+02    0.4538461539E+01    0.4696373345E+00
       756   -0.7203741603E+01   -0.7601526559E+01    0.4641807249E+01    0.2061538462E+02    0.5153846154E+01    0.4551738536E+00
       757   -0.9136130334E+01   -0.9159333024E+01    0.1160451812E+02    0.1015384615E+02    0.4076923077E+01    0.5709300735E+00
       758   -0.7644478451E+01   -0.7735162696E+01    0.7736345414E+01    0.7923076923E+01    0.2384615385E+01    0.5271420009E+00
       759   -0.6888567154E+01   -0.7046141952E+01    0.5802259061E+01    0.7807692308E+01    0.2153846154E+01    0.4979505904E+00
       760   -0.6533488208E+01   -0.6608291087E+01    0.4641807249E+01    0.7653846154E+01    0.2230769231E+01    0.4849499592E+00
       761   -0.7252437707E+01   -0.8494982369E+01    0.1160451812E+02    0.8808823529E+01    0.7735294118E+01    0.5144909130E+00
       762   -0.6657785198E+01   -0.7187616661E+01    0.7736345414E+01    0.7867647059E+01    0.6529411765E+01    0.4882801914E+00
       763   -0.6184611188E+01   -0.6517117060E+01    0.5802259061E+01    0.7279411765E+01    0.5911764706E+01    0.4721197436E+00
       764   -0.5833571348E+01   -0.6100220533E+01    0.4641807249E+01    0.6750000000E+01    0.5294117647E+01    0.4503037051E+00
       765   -0.8855359763E+01   -0.9048202827E+01    0.1160451812E+02    0.1014000000E+02    0.5600000000E+01    0.6025746073E+00
       766   -0.7340474838E+01   -0.7524575455E+01    0.7736345414E+01    0.8500000000E+01    0.4440000000E+01    0.5061210569E+00
       767   -0.6906907139E+01   -0.6884796221E+01    0.5802259061E+01    0.8080000000E+01    0.4160000000E+01    0.5160485927E+00
       768   -0.6348556778E+01   -0.6383234063E+01    0.4641807249E+01    0.7720000000E+01    0.4480000000E+01    0.4956310085E+00
       769   -0.1019620093E+02   -0.9332566616E+01    0.1160451812E+02    0.9147058824E+01    0.2941176471E+01    0.6493981921E+00
       770   -0.8128116984E+01   -0.7939234983E+01    0.7736345414E+01    0.8705882353E+01    0.2882352941E+01    0.6179327031E+00
       771   -0.7522337705E+01   -0.7154656947E+01    0.5802259061E+01    0.8205882353E+01    0.3000000000E+01    0.5808084417E+00
       772   -0.6928973910E+01   -0.6756532482E+01    0.4641807249E+01    0.7558823529E+01    0.2352941176E+01    0.5733737666E+00
       773   -0.7759004569E+01   -0.8588984243E+01    0.1160451812E+02    0.1161904762E+02    0.9333333333E+01    0.5013928158E+00
       774   -0.7047144136E+01   -0.7241113444E+01    0.7736345414E+01    0.1130952381E+02    0.9261904762E+01    0.4853563007E+00
       775   -0.6514059762E+01   -0.6553037797E+01    0.5802259061E+01    0.1060714286E+02    0.8690476191E+01    0.4690786745E+00
       776   -0.6170043181E+01   -0.6156261335E+01    0.4641807249E+01    0.1045238095E+02    0.8333333333E+01    0.4521569504E+00
       777   -0.9242724111E+01   -0.9075299987E+01    0.1160451812E+02    0.1384000000E+02    0.6520000000E+01    0.4672605081E+00
       778   -0.7797762469E+01   -0.7730627008E+01    0.7736345414E+01    0.1314000000E+02    0.6000000000E+01    0.4483118518E+00
       779   -0.7075400502E+01   -0.6981674566E+01    0.5802259061E+01    0.1266000000E+02    0.6200000000E+01    0.4331560058E+00
       780   -0.6698794063E+01   -0.6562232032E+01    0.4641807249E+01    0.1224000000E+02    0.5920000000E+01    0.4235528116E+00
       781   -0.8688721406E+01   -0.8778619905E+01    0.1160451812E+02    0.1425641026E+02    0.1035897436E+02    0.5138207728E+00
       782   -0.7619808253E+01   -0.7441512023E+01    0.7736345414E+01    0.1394871795E+02    0.1017948718E+02    0.4969717184E+00
       783   -0.6910452212E+01   -0.6743773872E+01    0.5802259061E+01    0.1335897436E+02    0.9641025641E+01    0.4714727494E+00
       784   -0.6469850926E+01   -0.6278160866E+01    0.4641807249E+01    0.1264102564E+02    0.9307692308E+01    0.4513629003E+00
       785   -0.7599608497E+01   -0.8556199310E+01    0.1160451812E+02    0.1056250000E+02    0.8475000000E+01    0.4927537216E+00
       786   -0.6845986935E+01   -0.7222365374E+01    0.7736345414E+01    0.9912500000E+01    0.8025000000E+01    0.4806832409E+00
       787   -0.6418723096E+01   -0.6520600363E+01    0.5802259061E+01    0.9875000000E+01    0.8200000000E+01    0.4641245472E+00
       788   -0.6030265460E+01   -0.6131636865E+01    0.4641807249E+01    0.9062500000E+01    0.7200000000E+01    0.4500570796E+00
       789   -0.7956938750E+01   -0.8618678025E+01    0.1160451812E+02    0.1236250000E+02    0.9825000000E+01    0.5043873765E+00
       790   -0.7053572694E+01   -0.7305502277E+01    0.7736345414E+01    0.1255000000E+02    0.9975000000E+01    0.4917829325E+00
       791   -0.6622878939E+01   -0.6603071924E+01    0.5802259061E+01    0.1177500000E+02    0.9500000000E+01    0.4776724567E+00
       792   -0.6229724934E+01   -0.6171276756E+01    0.4641807249E+01    0.1112500000E+02    0.8925000000E+01    0.4572610060E+00
