,Li-Li,Li-Zr,Zr-Zr,r
83,0.9637674182033282,1.092469467583707,0.8863550998080446,8.3
84,0.9615675390455407,1.093398005500909,0.8837009585710611,8.4
85,0.9588942237752516,1.0929080320395617,0.87505278965157,8.5
86,0.9560507464703244,1.0913499700652167,0.8622691718004355,8.6
87,0.9534848922743111,1.0892801478509635,0.8478888310058711,8.700000000000001
88,0.9517009285678749,1.087145068128701,0.8346273400893439,8.8
89,0.9509689600484155,1.0850489820535112,0.8248601793372892,8.9
90,0.9510582165160208,1.082845634767864,0.8196881011070452,9.0
91,0.9513601736704266,1.0804745219574383,0.8183612287513756,9.1
92,0.9513368052409984,1.0781315728776912,0.8189017073433318,9.200000000000001
93,0.9508606009467694,1.0760373834586265,0.8194337927203158,9.3
94,0.9502406772950591,1.074147783981123,0.819014246933181,9.4
