,Li-Li,Li-Ni,Ni-Ni,r
83,0.9959416433288076,1.0001641497901839,0.9664216031518859,8.3
84,0.9952282027038528,0.9989085728684844,0.9638921082202692,8.4
85,0.9936735450130062,0.9982320064219768,0.9624680989289137,8.5
86,0.9917806894168283,0.9984279985048689,0.9609630249124389,8.6
87,0.9904544262105073,0.9995398412788585,0.9587092500455633,8.700000000000001
88,0.9904813561635272,1.0014776703678014,0.956075467194514,8.8
89,0.992018164104997,1.0040161879553666,0.9540471092919651,8.9
90,0.9945273895426572,1.0067206917921603,0.9534580568535616,9.0
91,0.9972163067484122,1.0091250173759425,0.9546743624495458,9.1
92,0.9995752435605719,1.011093439886317,0.9578270493922681,9.200000000000001
93,1.0015359806049773,1.012890845861909,0.9630017445436192,9.3
94,1.003161155853081,1.0148342786461046,0.9699643526770191,9.4
