,V-V,V-Si,Si-Si,r
84,1.0045020708634118,1.0032338108435401,1.0037259487351395,8.4
85,1.0065523346211218,1.0031261726076186,1.0053566225296953,8.5
86,1.007983197093037,1.002384840996048,1.0064424799339684,8.6
87,1.0081568394846763,1.0008815755867773,1.0060571554016342,8.700000000000001
88,1.0053850366108228,0.9986998758897278,1.003810400145129,8.8
89,0.9985047886712806,0.9961059264397287,1.0003051224120916,8.9
90,0.9887718221494409,0.9934839465290277,0.9968238312663775,9.0
91,0.9793825620350741,0.9912201032274998,0.9944755966590851,9.1
92,0.9729270741523095,0.989580929922636,0.9935133833099082,9.200000000000001
93,0.9698265610756087,0.9887100973594383,0.9933543717147925,9.3
94,0.9689563918578832,0.9887593492041746,0.9931443958859779,9.4
95,0.9689508161884844,0.9899881571909311,0.992318935224689,9.5
