,Li-Li,Li-Nb,Nb-Nb,r
83,0.9643884460240348,1.0488017445588516,0.9623920297352678,8.3
84,0.962180570522538,1.0452549854318998,0.9572775958508564,8.4
85,0.959955653201919,1.0412561474473443,0.9537684651147663,8.5
86,0.9579292246433045,1.0374379133029203,0.9509047681445995,8.6
87,0.9564638248624336,1.034238788735855,0.9475497032246962,8.700000000000001
88,0.9559340686888571,1.0320446622778796,0.9431924627750525,8.8
89,0.956482700396465,1.0310682572104344,0.9382545212736996,8.9
90,0.9577905012694022,1.0310617293923368,0.9336993604794183,9.0
91,0.9591614058906939,1.031341485758386,0.9304116876825118,9.1
92,0.9599756177314946,1.0312094208341644,0.9289235979634379,9.200000000000001
93,0.9601482502620234,1.0304190582173545,0.9294930708453863,9.3
94,0.9602234664206604,1.029315608324502,0.9322073076706936,9.4
