,Li-Li,Li-Si,Li-Os,Si-Si,Si-Os,Os-Os,r
83,0.9842834986972541,0.9891963428036464,0.9971792408199043,1.0006982302232392,1.0080903650034543,0.9651873384637812,8.3
84,0.9836497099972222,0.9900124580802574,0.9949503620246276,0.9985859271471385,1.007254077588316,0.9625938285786798,8.4
85,0.9829950963048363,0.9907504766862062,0.9930516936225454,0.9947610822941412,1.0052187040825051,0.9623616796321153,8.5
86,0.9830510979995216,0.991206443610241,0.9918784491473316,0.9902979611067886,1.0017668453017257,0.9636617922713082,8.6
87,0.984709636190709,0.9917155393637394,0.9918632578802843,0.9865734796961992,0.9970999991459812,0.9671429661358804,8.700000000000001
88,0.988124303778871,0.9928428553459566,0.9933255173008118,0.9844868508378377,0.9921671615328612,0.9737635517203312,8.8
89,0.9923632331709805,0.994936983799428,0.9962845218754194,0.9843444078606326,0.9884876073305986,0.9829593933317052,8.9
90,0.9960193284950917,0.9979365622514027,1.0003559018422667,0.9860468253161004,0.9876086621132165,0.992294976404005,9.0
91,0.9982481354983405,1.0015348735932297,1.0048902725658173,0.9892608104570093,0.990532933108251,0.9988971239336428,9.1
92,0.9992641097615751,1.0054178625204333,1.0093116741672308,0.9935070002698235,0.9972472206582521,1.0012672568551846,9.200000000000001
93,0.9999466759531788,1.0092865354227523,1.013293153900906,0.99797548301974,1.0065118186602515,0.9999447224313379,9.3
94,1.0010487030136879,1.0127193781796853,1.0166072548069964,1.0013223143072623,1.0162053388669494,0.9968174213331477,9.4
95,1.0026620836250062,1.0151562281901865,1.0190085835497253,1.0021757614211244,1.0241724710008275,0.9940949503629737,9.5
96,1.004281555615993,1.0161460366415769,1.0204239162981845,1.0002317951537847,1.029008662939956,0.9936408418287291,9.600000000000001
97,1.0053353555096054,1.015665385910399,1.0211123534559026,0.9967095022934774,1.0303966945218668,0.9963480074589706,9.700000000000001
98,1.0056464126198437,1.014195158829347,1.0214577793139454,0.9934712629549364,1.029098429130382,1.0015066861895077,9.8
99,1.0054630777515836,1.012527516748357,1.0216685892237396,0.9916275869847184,1.0266839889868453,1.0069868015080823,9.9
100,1.0052112347752025,1.0114510610278264,1.0217759937231972,0.9910181648447459,1.0249063815199806,1.0104291313403797,10.0
