,Li-Li,Li-I,I-I,r
85,0.9904840431636132,1.0092726233864329,0.8990162412383749,8.5
86,0.9901666921817067,1.012670073133185,0.9114190274637617,8.6
87,0.9898822766833989,1.015605814594877,0.9254200295929863,8.700000000000001
88,0.9902807440882396,1.016909874134619,0.9390362350052733,8.8
89,0.9916371187356552,1.0164445210595787,0.9503102663395111,8.9
90,0.9934112043924987,1.0150843861457604,0.9586174855397176,9.0
91,0.9946301739186426,1.0136066237969032,0.9645342984691784,9.1
92,0.9948355316258514,1.0122371670952344,0.9691550069561773,9.200000000000001
93,0.9944887467494363,1.0111272095004766,0.9738102110460357,9.3
94,0.9943538944942598,1.01043622052007,0.979315651657375,9.4
95,0.9947463150103389,1.009670925200297,0.9846563713959413,9.5
96,0.9955320276498423,1.0075620949675221,0.9870704759776182,9.600000000000001
