,Li-Li,Li-Fe,Fe-Fe,r
82,0.9540352861653547,1.0280479122914206,0.9777775321481988,8.200000000000001
83,0.9569503206540638,1.0233214104886779,0.9773185602209313,8.3
84,0.9610886898949855,1.0186683967117045,0.9765930904502553,8.4
85,0.9653673861502453,1.014651872282534,0.9755911765222742,8.5
86,0.968420676713523,1.0118031815404902,0.9747302657638723,8.6
87,0.9697183975816918,1.0102208779482122,0.9744744435630668,8.700000000000001
88,0.9701631657947397,1.009412854605127,0.9747898046374939,8.8
89,0.9715532777318531,1.008712511686439,0.9751926289489383,8.9
90,0.9752723303562935,1.0079228499106172,0.9754025455470927,9.0
91,0.9811446602100337,1.0074529488691444,0.9758579309183515,9.1
92,0.9874020962434327,1.0077762065099707,0.9774625851277035,9.200000000000001
93,0.991984578781047,1.008870520286397,0.9807690076439874,9.3
